game_id,period,clock_seconds,player_id,on_off,xg
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,226,b2b1b4c3-fe22-4bf9-beb7-49c716b278de,on,0.02
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,226,42ee4e8e-0f24-11e2-8525-18a905767e44,on,0.02
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,226,0992487d-52ee-4ec5-ac3a-9f4d583e60ac,off,0.02
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,226,90dea399-c04f-488a-a3b9-1fb82134120e,off,0.02
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,226,a275b483-0533-4cf5-9417-9b6205bc21e0,off,0.02
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,226,f06b20b4-9be3-4967-bca2-6723acdbf5d4,off,0.02
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,226,ab27d068-5ae3-4623-b8c4-d6bbb6858e57,off,0.02
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,226,c1a4a8ba-3332-40f9-abc3-b953b3cd087f,off,0.02
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,226,80d33054-c02b-42a2-bcc4-cd0dc89ce1bc,off,0.02
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,226,1b48264e-4f71-4aaf-a263-62ba01d12b63,off,0.02
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,226,3791d252-2f12-4a56-a7e4-6b3d15d2ed72,off,0.02
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,226,d85b6a42-b1d6-49e1-a53d-3e33dd19d2e1,off,0.02
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,226,3e49a197-8b0b-4360-80d3-da76ca8889b2,off,0.02
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,226,42976da2-0f24-11e2-8525-18a905767e44,off,0.02
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,226,d2347f44-035e-418e-ade7-84e9c7472c65,off,0.02
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,438,ab27d068-5ae3-4623-b8c4-d6bbb6858e57,on,0.2
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,438,1b48264e-4f71-4aaf-a263-62ba01d12b63,on,0.2
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,438,d85b6a42-b1d6-49e1-a53d-3e33dd19d2e1,on,0.2
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,438,42976da2-0f24-11e2-8525-18a905767e44,on,0.2
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,438,42ee4e8e-0f24-11e2-8525-18a905767e44,on,0.2
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,438,1e2dfac4-9f24-4d83-a6f0-ba1a75dd97dc,off,0.2
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,438,1647e454-d549-4b8d-9e37-664b4df016dc,off,0.2
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,438,0992487d-52ee-4ec5-ac3a-9f4d583e60ac,off,0.2
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,438,90dea399-c04f-488a-a3b9-1fb82134120e,off,0.2
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,438,44d57a66-a309-4b0f-9f98-c8fe1b3fa160,off,0.2
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,438,a275b483-0533-4cf5-9417-9b6205bc21e0,off,0.2
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,438,f06b20b4-9be3-4967-bca2-6723acdbf5d4,off,0.2
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,438,c1a4a8ba-3332-40f9-abc3-b953b3cd087f,off,0.2
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,438,80d33054-c02b-42a2-bcc4-cd0dc89ce1bc,off,0.2
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,438,3791d252-2f12-4a56-a7e4-6b3d15d2ed72,off,0.2
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,438,3e49a197-8b0b-4360-80d3-da76ca8889b2,off,0.2
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,438,b2b1b4c3-fe22-4bf9-beb7-49c716b278de,off,0.2
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,438,d2347f44-035e-418e-ade7-84e9c7472c65,off,0.2
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,506,b2265192-8a74-4401-955e-629899f5292b,on,0.02
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,506,0cc207c2-d69d-4c56-acbb-3cd9fa01321c,on,0.02
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,506,436ef17d-0f24-11e2-8525-18a905767e44,on,0.02
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,506,0a52fe4d-eefb-42aa-9fb7-37d0d52dc557,on,0.02
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,506,4f130bf0-9daf-4765-98c2-fb79bd4bd76d,on,0.02
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,506,371333ea-0157-4c17-9d08-58de23433cfd,off,0.02
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,506,20323392-b186-4f46-b32f-f28b3f32c01c,off,0.02
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,506,46ebc2ab-7e0b-4c07-8b5a-9c8fa0509494,off,0.02
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,506,b8aeaff3-6f9f-458c-b2a7-d6e7e33754e8,off,0.02
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,506,a719751e-58f4-44e6-a8a3-b0fcfe5add7c,off,0.02
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,506,353f9e1c-5782-407a-9950-51a94d052567,off,0.02
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,506,b94c7db3-3cda-4ae0-8359-8ebd60eb658c,off,0.02
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,506,5c78e3bd-fa23-431c-b2d9-7d52a3be0c20,off,0.02
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,506,f5a7d914-02d4-4821-9dfd-83160eb58003,off,0.02
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,506,9cface5b-dca2-4cfa-a990-9f6dfa150ca1,off,0.02
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,506,a6bd3315-d04f-461d-8969-f974197519c2,off,0.02
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,506,1d8c643f-4534-4413-82ff-ffce5379f9f8,off,0.02
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,506,89fdc2bc-146f-4b21-81d9-6983fcf1f40c,off,0.02
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,519,46ebc2ab-7e0b-4c07-8b5a-9c8fa0509494,on,0.08
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,519,a719751e-58f4-44e6-a8a3-b0fcfe5add7c,on,0.08
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,519,b2265192-8a74-4401-955e-629899f5292b,on,0.08
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,519,0cc207c2-d69d-4c56-acbb-3cd9fa01321c,on,0.08
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,519,b94c7db3-3cda-4ae0-8359-8ebd60eb658c,on,0.08
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,519,436ef17d-0f24-11e2-8525-18a905767e44,on,0.08
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,519,5c78e3bd-fa23-431c-b2d9-7d52a3be0c20,on,0.08
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,519,0a52fe4d-eefb-42aa-9fb7-37d0d52dc557,on,0.08
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,519,89fdc2bc-146f-4b21-81d9-6983fcf1f40c,on,0.08
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,519,4f130bf0-9daf-4765-98c2-fb79bd4bd76d,on,0.08
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,519,371333ea-0157-4c17-9d08-58de23433cfd,off,0.08
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,519,20323392-b186-4f46-b32f-f28b3f32c01c,off,0.08
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,519,b8aeaff3-6f9f-458c-b2a7-d6e7e33754e8,off,0.08
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,519,353f9e1c-5782-407a-9950-51a94d052567,off,0.08
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,519,f5a7d914-02d4-4821-9dfd-83160eb58003,off,0.08
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,519,9cface5b-dca2-4cfa-a990-9f6dfa150ca1,off,0.08
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,519,a6bd3315-d04f-461d-8969-f974197519c2,off,0.08
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,519,1d8c643f-4534-4413-82ff-ffce5379f9f8,off,0.08
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,546,46ebc2ab-7e0b-4c07-8b5a-9c8fa0509494,on,0.12
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,546,a719751e-58f4-44e6-a8a3-b0fcfe5add7c,on,0.12
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,546,b94c7db3-3cda-4ae0-8359-8ebd60eb658c,on,0.12
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,546,5c78e3bd-fa23-431c-b2d9-7d52a3be0c20,on,0.12
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,546,89fdc2bc-146f-4b21-81d9-6983fcf1f40c,on,0.12
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,546,371333ea-0157-4c17-9d08-58de23433cfd,off,0.12
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,546,20323392-b186-4f46-b32f-f28b3f32c01c,off,0.12
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,546,b8aeaff3-6f9f-458c-b2a7-d6e7e33754e8,off,0.12
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,546,b2265192-8a74-4401-955e-629899f5292b,off,0.12
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,546,0cc207c2-d69d-4c56-acbb-3cd9fa01321c,off,0.12
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,546,353f9e1c-5782-407a-9950-51a94d052567,off,0.12
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,546,436ef17d-0f24-11e2-8525-18a905767e44,off,0.12
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,546,f5a7d914-02d4-4821-9dfd-83160eb58003,off,0.12
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,546,9cface5b-dca2-4cfa-a990-9f6dfa150ca1,off,0.12
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,546,0a52fe4d-eefb-42aa-9fb7-37d0d52dc557,off,0.12
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,546,a6bd3315-d04f-461d-8969-f974197519c2,off,0.12
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,546,1d8c643f-4534-4413-82ff-ffce5379f9f8,off,0.12
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,546,4f130bf0-9daf-4765-98c2-fb79bd4bd76d,off,0.12
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,552,46ebc2ab-7e0b-4c07-8b5a-9c8fa0509494,on,0.02
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,552,a719751e-58f4-44e6-a8a3-b0fcfe5add7c,on,0.02
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,552,b94c7db3-3cda-4ae0-8359-8ebd60eb658c,on,0.02
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,552,5c78e3bd-fa23-431c-b2d9-7d52a3be0c20,on,0.02
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,552,89fdc2bc-146f-4b21-81d9-6983fcf1f40c,on,0.02
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,552,371333ea-0157-4c17-9d08-58de23433cfd,off,0.02
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,552,20323392-b186-4f46-b32f-f28b3f32c01c,off,0.02
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,552,b8aeaff3-6f9f-458c-b2a7-d6e7e33754e8,off,0.02
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,552,b2265192-8a74-4401-955e-629899f5292b,off,0.02
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,552,0cc207c2-d69d-4c56-acbb-3cd9fa01321c,off,0.02
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,552,353f9e1c-5782-407a-9950-51a94d052567,off,0.02
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,552,436ef17d-0f24-11e2-8525-18a905767e44,off,0.02
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,552,f5a7d914-02d4-4821-9dfd-83160eb58003,off,0.02
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,552,9cface5b-dca2-4cfa-a990-9f6dfa150ca1,off,0.02
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,552,0a52fe4d-eefb-42aa-9fb7-37d0d52dc557,off,0.02
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,552,a6bd3315-d04f-461d-8969-f974197519c2,off,0.02
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,552,1d8c643f-4534-4413-82ff-ffce5379f9f8,off,0.02
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,552,4f130bf0-9daf-4765-98c2-fb79bd4bd76d,off,0.02
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,691,46ebc2ab-7e0b-4c07-8b5a-9c8fa0509494,on,0.04
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,691,0cc207c2-d69d-4c56-acbb-3cd9fa01321c,on,0.04
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,691,353f9e1c-5782-407a-9950-51a94d052567,on,0.04
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,691,89fdc2bc-146f-4b21-81d9-6983fcf1f40c,on,0.04
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,691,371333ea-0157-4c17-9d08-58de23433cfd,off,0.04
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,691,20323392-b186-4f46-b32f-f28b3f32c01c,off,0.04
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,691,b8aeaff3-6f9f-458c-b2a7-d6e7e33754e8,off,0.04
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,691,a719751e-58f4-44e6-a8a3-b0fcfe5add7c,off,0.04
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,691,b2265192-8a74-4401-955e-629899f5292b,off,0.04
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,691,b94c7db3-3cda-4ae0-8359-8ebd60eb658c,off,0.04
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,691,436ef17d-0f24-11e2-8525-18a905767e44,off,0.04
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,691,5c78e3bd-fa23-431c-b2d9-7d52a3be0c20,off,0.04
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,691,f5a7d914-02d4-4821-9dfd-83160eb58003,off,0.04
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,691,9cface5b-dca2-4cfa-a990-9f6dfa150ca1,off,0.04
2c79c49d-c247-42c4-9126-a65c0ec1a1be,1,691,0a52fe4d-eefb-42aa-9fb7-37d0d52dc557,off,0.04
